L,d,r,p,q,samples,mi_0,mi_1,mi_2,mi_3,mi_4,mi_5,mi_6,mi_7,mi_8,mi_9,mi_10
48,6,3,0.0175,6,3780,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.5625,0.5208333333333334,0.5,0.5,0.4583333333333333,0.4583333333333333,0.4375,0.4375
48,6,3,0.0175,6,3781,0.6666666666666666,0.5833333333333334,0.5625,0.5208333333333334,0.5,0.5,0.4791666666666667,0.4791666666666667,0.4375,0.4375,0.4375
48,6,3,0.0175,6,3782,0.6666666666666666,0.6666666666666666,0.5625,0.5208333333333334,0.5,0.4791666666666667,0.4583333333333333,0.4583333333333333,0.4375,0.4166666666666667,0.4166666666666667
48,6,3,0.0175,6,3783,0.6666666666666666,0.6666666666666666,0.625,0.6041666666666666,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5
48,6,3,0.0175,6,3784,0.6666666666666666,0.6458333333333334,0.625,0.5833333333333334,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5,0.5,0.4791666666666667,0.4375
48,6,3,0.0175,6,3785,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.6458333333333334,0.6041666666666666,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.5,0.4583333333333333,0.4583333333333333
48,6,3,0.0175,6,3786,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.625,0.6041666666666666,0.6041666666666666,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334
48,6,3,0.0175,6,3787,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.625,0.5833333333333334,0.5625,0.5416666666666666,0.5,0.4791666666666667,0.4583333333333333
48,6,3,0.0175,6,3788,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.6041666666666666,0.5625,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5
48,6,3,0.0175,6,3789,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.6458333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5208333333333334,0.5208333333333334,0.5,0.4791666666666667
48,6,3,0.0175,6,3790,0.6666666666666666,0.625,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.5416666666666666,0.5208333333333334,0.5,0.5,0.4791666666666667,0.4583333333333333
48,6,3,0.0175,6,3791,0.6666666666666666,0.6666666666666666,0.625,0.5625,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.4791666666666667,0.4791666666666667,0.4583333333333333,0.4375
48,6,3,0.0175,6,3792,0.6666666666666666,0.6041666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.5,0.5,0.4791666666666667,0.4583333333333333
48,6,3,0.0175,6,3793,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5625,0.5208333333333334,0.5208333333333334,0.5208333333333334,0.5208333333333334
48,6,3,0.0175,6,3794,0.6666666666666666,0.6458333333333334,0.6041666666666666,0.5625,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.4583333333333333,0.4583333333333333,0.3958333333333333,0.3958333333333333
48,6,3,0.0175,6,3795,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5625,0.5416666666666666,0.5,0.5,0.4791666666666667
48,6,3,0.0175,6,3796,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.625,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5,0.4791666666666667,0.4791666666666667
48,6,3,0.0175,6,3797,0.6666666666666666,0.625,0.6041666666666666,0.6041666666666666,0.5416666666666666,0.5416666666666666,0.5208333333333334,0.5208333333333334,0.5,0.4791666666666667,0.4375
48,6,3,0.0175,6,3798,0.6666666666666666,0.6666666666666666,0.625,0.625,0.5833333333333334,0.5625,0.5625,0.5625,0.5416666666666666,0.5416666666666666,0.5
48,6,3,0.0175,6,3799,0.6666666666666666,0.6458333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5416666666666666,0.5416666666666666,0.5,0.4791666666666667,0.4791666666666667,0.4791666666666667
48,6,3,0.0175,6,3800,0.6666666666666666,0.6458333333333334,0.625,0.625,0.625,0.6041666666666666,0.5833333333333334,0.5625,0.5416666666666666,0.5416666666666666,0.5
48,6,3,0.0175,6,3801,0.6666666666666666,0.6666666666666666,0.6458333333333334,0.6458333333333334,0.625,0.6041666666666666,0.6041666666666666,0.6041666666666666,0.5833333333333334,0.5208333333333334,0.5208333333333334
